customer_id,total_orders,total_revenue,average_order_value
14533,11,3466.37,315.12
14898,14,3464.45,247.46
14837,9,3460.32,384.48
16360,6,3450.41,575.07
13313,12,3445.32,287.11
13536,7,3444.39,492.06
16347,11,3442.96,313.0
15974,7,3442.15,491.74
16208,10,3440.45,344.04
17725,11,3439.08,312.64
12609,9,3435.86,381.76
15676,3,3435.76,1145.25
16045,8,3434.93,429.37
17913,14,3429.29,244.95
12377,4,3426.32,856.58
17876,3,3424.02,1141.34
16281,3,3424.02,1141.34
15373,17,3418.84,201.11
14217,23,3416.89,148.56
14215,9,3416.33,379.59
14673,7,3410.81,487.26
13437,7,3408.06,486.87
13823,7,3403.45,486.21
17931,14,3402.24,243.02
15114,12,3400.12,283.34
16271,10,3397.82,339.78
13425,5,3390.43,678.09
15058,16,3387.58,211.72
15356,13,3382.69,260.21
13979,7,3379.93,482.85
17723,7,3378.4,482.63
15916,13,3377.69,259.82
13135,2,3371.45,1685.72
12838,10,3366.7,336.67
13707,5,3365.86,673.17
13285,6,3364.59,560.76
15538,6,3358.4,559.73
13786,6,3358.39,559.73
14608,11,3352.94,304.81
13246,11,3351.75,304.7
16818,11,3349.57,304.51
17183,6,3347.31,557.88
15265,4,3345.64,836.41
12424,4,3340.03,835.01
13848,8,3335.0,416.88
14344,20,3333.7,166.69
16351,13,3330.03,256.16
15065,5,3326.86,665.37
12865,4,3323.47,830.87
13431,8,3316.24,414.53
13824,12,3314.76,276.23
13131,7,3313.77,473.4
16365,15,3307.2,220.48
13611,10,3297.93,329.79
13031,5,3292.84,658.57
17768,7,3292.73,470.39
13650,10,3288.0,328.8
15632,8,3285.31,410.66
14285,8,3284.42,410.55
18188,6,3280.59,546.76
14161,7,3280.08,468.58
15978,3,3279.42,1093.14
17774,9,3273.83,363.76
13291,11,3270.79,297.34
16067,3,3269.11,1089.7
14293,9,3267.93,363.1
13214,7,3264.23,466.32
14064,15,3260.24,217.35
14451,12,3258.68,271.56
15057,5,3255.96,651.19
12770,2,3246.45,1623.22
16612,9,3245.43,360.6
15140,8,3243.69,405.46
17353,4,3242.0,810.5
15625,9,3236.4,359.6
15602,16,3230.51,201.91
16101,4,3229.16,807.29
14506,7,3217.25,459.61
14669,7,3216.78,459.54
14507,11,3216.74,292.43
12951,15,3213.72,214.25
16918,16,3206.54,200.41
16107,7,3204.16,457.74
17147,9,3199.95,355.55
14315,8,3197.82,399.73
15027,10,3195.6,319.56
13868,2,3192.54,1596.27
13397,10,3191.87,319.19
12456,3,3181.04,1060.35
16515,10,3179.06,317.91
17228,13,3175.98,244.31
17621,6,3175.12,529.19
13268,11,3174.75,288.61
16059,12,3171.82,264.32
16837,11,3170.98,288.27
17640,6,3168.94,528.16
16041,3,3166.4,1055.47
13804,9,3161.12,351.24
12976,8,3156.38,394.55
16584,5,3156.17,631.23
14748,10,3152.32,315.23
14306,6,3151.4,525.23
15614,4,3147.36,786.84
17702,6,3144.04,524.01
15095,10,3141.64,314.16
14897,8,3140.54,392.57
17354,4,3133.96,783.49
15596,9,3130.04,347.78
14963,12,3123.57,260.3
15199,10,3122.4,312.24
17145,4,3120.91,780.23
13685,7,3119.44,445.63
13052,7,3119.33,445.62
13692,5,3114.4,622.88
14978,10,3112.19,311.22
16678,12,3109.99,259.17
13742,12,3107.87,258.99
15353,7,3106.12,443.73
12909,8,3103.19,387.9
13538,12,3103.13,258.59
15031,14,3102.94,221.64
15491,6,3100.09,516.68
13772,8,3100.02,387.5
16933,9,3099.3,344.37
13464,6,3097.64,516.27
12937,9,3097.61,344.18
15105,9,3094.91,343.88
17530,12,3092.33,257.69
14312,11,3090.29,280.94
17552,12,3085.29,257.11
17929,12,3082.1,256.84
17090,13,3080.18,236.94
17870,13,3079.69,236.9
14044,10,3077.7,307.77
14700,5,3076.06,615.21
12469,2,3070.54,1535.27
13631,11,3070.42,279.13
14038,5,3069.88,613.98
13196,7,3068.84,438.41
16400,9,3059.85,339.98
13077,11,3054.37,277.67
16007,7,3053.06,436.15
16775,16,3052.74,190.8
15241,11,3050.16,277.29
16560,8,3048.38,381.05
14916,8,3042.95,380.37
12849,6,3042.47,507.08
13647,8,3041.68,380.21
15754,9,3037.61,337.51
13557,13,3032.26,233.25
17884,20,3020.99,151.05
13485,11,3019.22,274.47
14456,9,3017.28,335.25
15716,11,3014.66,274.06
13963,17,3011.87,177.17
12754,3,3010.74,1003.58
14621,9,3000.57,333.4
13635,4,2999.16,749.79
15810,8,2999.04,374.88
15182,11,2998.95,272.63
15611,26,2997.28,115.28
12457,8,2995.91,374.49
17961,100,2994.29,29.94
14590,20,2993.37,149.67
15687,9,2993.1,332.57
15681,14,2989.7,213.55
12374,4,2989.22,747.3
18241,21,2986.99,142.24
14226,6,2985.13,497.52
17032,8,2984.32,373.04
16012,5,2978.59,595.72
17692,12,2975.8,247.98
12854,7,2970.97,424.42
16120,6,2967.51,494.59
15967,12,2966.0,247.17
15329,11,2958.83,268.98
16416,9,2957.88,328.65
13012,11,2957.83,268.89
13110,12,2957.47,246.46
16736,5,2956.56,591.31
12826,12,2955.75,246.31
14867,16,2952.06,184.5
13253,4,2951.11,737.78
12877,20,2942.14,147.11
15757,6,2940.36,490.06
17444,3,2940.04,980.01
17588,7,2939.55,419.94
14544,3,2938.53,979.51
15235,16,2937.81,183.61
12635,4,2930.41,732.6
15312,12,2930.19,244.18
15965,13,2928.13,225.24
13890,14,2927.38,209.1
12906,5,2919.81,583.96
16358,5,2919.65,583.93
13764,6,2919.62,486.6
15392,7,2911.62,415.95
13784,14,2910.23,207.87
14524,13,2909.86,223.84
12438,2,2906.85,1453.42
13455,6,2905.93,484.32
14233,7,2904.27,414.9
16383,7,2896.69,413.81
17320,6,2895.77,482.63
15100,7,2894.7,413.53
17242,5,2889.28,577.86
13501,3,2885.11,961.7
16633,6,2883.1,480.52
14251,5,2879.7,575.94
12806,4,2878.96,719.74
18170,9,2878.0,319.78
14005,5,2874.72,574.94
15043,6,2870.32,478.39
16467,7,2869.16,409.88
16711,9,2868.48,318.72
16229,6,2867.86,477.98
15862,13,2866.52,220.5
16086,10,2864.99,286.5
14758,7,2864.97,409.28
16755,7,2864.68,409.24
16062,8,2863.45,357.93
12685,6,2863.08,477.18
14875,3,2862.4,954.13
16979,9,2859.74,317.75
15563,7,2859.46,408.49
16225,15,2859.31,190.62
13728,16,2855.17,178.45
14404,13,2853.36,219.49
12352,10,2849.84,284.98
14935,2,2849.83,1424.91
16163,6,2849.58,474.93
12676,11,2843.09,258.46
16554,8,2841.72,355.21
14711,11,2839.62,258.15
14842,4,2824.69,706.17
15797,6,2821.08,470.18
13477,11,2819.17,256.29
13032,9,2815.96,312.88
15660,15,2812.99,187.53
17386,7,2812.77,401.82
16871,6,2812.34,468.72
16817,13,2804.9,215.76
17470,11,2804.87,254.99
13799,9,2803.57,311.51
16742,14,2799.87,199.99
13330,6,2796.1,466.02
14903,5,2795.33,559.07
14035,9,2794.75,310.53
12863,6,2792.55,465.43
16764,13,2790.95,214.69
17284,8,2788.06,348.51
15073,8,2788.02,348.5
13719,11,2783.08,253.01
14121,4,2780.15,695.04
17790,20,2779.41,138.97
14869,6,2778.14,463.02
15993,7,2777.67,396.81
16104,9,2774.46,308.27
17031,6,2773.85,462.31
13695,16,2770.73,173.17
17720,10,2768.91,276.89
18210,7,2768.83,395.55
14696,8,2767.9,345.99
15817,3,2766.4,922.13
13813,8,2765.47,345.68
16407,14,2761.65,197.26
17115,7,2761.49,394.5
17368,14,2758.29,197.02
17262,11,2757.62,250.69
16335,7,2753.52,393.36
13736,7,2752.47,393.21
17490,9,2750.5,305.61
14665,7,2749.65,392.81
17676,10,2749.34,274.93
12982,8,2744.81,343.1
12669,3,2744.03,914.68
15841,9,2742.41,304.71
17241,12,2736.64,228.05
15389,5,2733.8,546.76
15111,5,2730.87,546.17
12986,10,2729.84,272.98
12739,4,2726.73,681.68
12391,6,2724.84,454.14
17591,8,2723.62,340.45
16190,8,2723.55,340.44
14125,3,2720.63,906.88
14808,8,2718.6,339.82
15985,7,2715.28,387.9
16232,7,2712.97,387.57
15021,12,2698.68,224.89
16359,16,2697.75,168.61
18173,5,2696.36,539.27
12725,4,2694.56,673.64
12820,11,2689.52,244.5
17388,11,2675.37,243.22
16434,12,2673.69,222.81
14496,7,2668.23,381.18
18283,22,2664.9,121.13
15910,15,2661.17,177.41
13473,8,2657.76,332.22
15671,7,2657.13,379.59
16369,7,2656.56,379.51
15157,5,2654.11,530.82
14756,3,2653.76,884.59
17744,7,2649.14,378.45
12516,4,2648.62,662.15
13203,10,2648.25,264.82
16618,5,2647.59,529.52
13117,18,2643.81,146.88
13819,6,2642.35,440.39
15814,6,2634.44,439.07
12520,5,2634.26,526.85
14410,11,2631.9,239.26
16276,3,2629.39,876.46
13644,4,2624.26,656.07
12423,10,2622.39,262.24
15142,6,2619.92,436.65
13211,10,2618.77,261.88
14262,8,2618.23,327.28
14195,6,2615.6,435.93
14431,4,2614.2,653.55
14397,19,2612.96,137.52
14564,2,2605.62,1302.81
17317,3,2600.34,866.78
15826,4,2598.28,649.57
13700,13,2596.97,199.77
12412,6,2596.93,432.82
14163,5,2594.62,518.92
14229,7,2594.04,370.58
17043,8,2593.65,324.21
14129,9,2591.34,287.93
14147,9,2590.2,287.8
16206,13,2589.87,199.22
15062,8,2585.62,323.2
12592,5,2582.66,516.53
16244,2,2579.38,1289.69
16499,8,2578.34,322.29
17095,7,2572.25,367.46
17002,7,2571.55,367.36
13652,5,2570.85,514.17
15434,11,2567.06,233.37
13173,11,2565.76,233.25
14573,13,2565.12,197.32
13192,6,2558.58,426.43
15033,10,2557.18,255.72
16036,4,2556.84,639.21
13862,9,2556.09,284.01
17787,4,2553.82,638.46
16115,12,2553.8,212.82
14745,12,2551.41,212.62
18179,8,2547.55,318.44
17465,7,2542.79,363.26
14548,9,2541.29,282.37
15426,9,2538.92,282.1
17463,7,2535.26,362.18
13623,10,2533.06,253.31
14810,13,2531.92,194.76
15906,10,2530.19,253.02
14659,9,2529.93,281.1
16889,6,2526.65,421.11
14790,10,2526.62,252.66
16987,11,2521.4,229.22
13344,3,2511.69,837.23
17897,9,2510.56,278.95
17101,7,2507.05,358.15
17550,9,2506.64,278.52
12978,5,2502.82,500.56
16202,9,2501.99,278.0
13471,4,2501.84,625.46
15747,9,2499.81,277.76
17594,4,2497.88,624.47
15932,8,2495.87,311.98
13414,6,2494.14,415.69
14541,14,2491.38,177.96
15227,9,2488.49,276.5
15117,8,2485.97,310.75
12517,5,2481.6,496.32
13507,4,2479.16,619.79
13588,9,2478.95,275.44
16795,3,2477.29,825.76
13134,6,2475.23,412.54
16520,6,2474.14,412.36
13762,5,2472.48,494.5
17732,8,2470.39,308.8
12924,12,2469.4,205.78
14421,6,2469.37,411.56
17288,11,2468.43,224.4
17164,7,2467.35,352.48
15221,4,2465.45,616.36
13151,3,2465.21,821.74
15860,17,2463.96,144.94
17131,5,2463.17,492.63
14256,5,2460.79,492.16
17629,10,2455.52,245.55
16016,11,2446.42,222.4
12701,6,2446.41,407.73
13338,4,2445.62,611.4
17348,9,2442.29,271.37
14449,8,2441.2,305.15
18171,9,2437.31,270.81
15623,8,2437.05,304.63
17505,5,2435.48,487.1
13085,8,2433.28,304.16
13094,13,2433.12,187.16
16638,15,2430.53,162.04
14502,11,2429.83,220.89
15077,2,2428.08,1214.04
13949,6,2427.32,404.55
12733,4,2424.87,606.22
15658,8,2423.47,302.93
15215,7,2422.43,346.06
15089,6,2420.84,403.47
15489,8,2419.61,302.45
16040,7,2416.9,345.27
13878,4,2416.9,604.23
16470,11,2416.85,219.71
12802,7,2416.42,345.2
13118,9,2415.41,268.38
14205,9,2414.2,268.24
17894,18,2411.35,133.96
12397,2,2409.9,1204.95
16833,6,2409.04,401.51
17671,5,2403.34,480.67
15341,2,2402.72,1201.36
15793,8,2399.57,299.95
12393,6,2399.45,399.91
14414,8,2399.33,299.92
16147,5,2398.91,479.78
17921,10,2394.36,239.44
16812,4,2392.0,598.0
15366,7,2389.08,341.3
14443,5,2386.47,477.29
16105,5,2386.19,477.24
17905,13,2379.37,183.03
17827,6,2376.17,396.03
16883,19,2374.09,124.95
17434,7,2373.82,339.12
13908,4,2369.55,592.39
17623,7,2365.77,337.97
16005,10,2365.49,236.55
14295,5,2362.91,472.58
16676,6,2361.9,393.65
16065,8,2359.27,294.91
17634,9,2358.59,262.07
15015,13,2354.97,181.15
17969,20,2354.29,117.71
16083,4,2351.42,587.86
16085,12,2341.03,195.09
12704,8,2340.84,292.61
12584,9,2338.15,259.79
15549,8,2334.16,291.77
13614,6,2332.74,388.79
16496,6,2330.77,388.46
17004,4,2324.36,581.09
14938,2,2322.43,1161.21
13091,3,2321.82,773.94
13055,4,2321.11,580.28
16628,7,2318.1,331.16
12724,7,2317.52,331.07
12948,9,2317.43,257.49
14346,5,2315.75,463.15
17193,9,2310.04,256.67
17282,5,2308.54,461.71
13704,9,2308.06,256.45
17113,6,2305.59,384.27
15946,3,2304.18,768.06
14555,6,2304.03,384.01
18095,5,2303.09,460.62
16531,11,2298.33,208.94
17324,12,2298.12,191.51
13371,2,2297.66,1148.83
12599,13,2296.72,176.67
12649,8,2294.65,286.83
13280,7,2293.33,327.62
13059,10,2291.77,229.18
17047,6,2289.23,381.54
17018,6,2287.7,381.28
16485,5,2287.19,457.44
14481,5,2284.69,456.94
12684,7,2283.63,326.23
18051,7,2282.28,326.04
14901,12,2281.4,190.12
13655,6,2280.51,380.09
14554,4,2279.49,569.87
13994,6,2274.14,379.02
17994,11,2270.03,206.37
13748,9,2268.35,252.04
15638,6,2265.2,377.53
15734,4,2263.3,565.83
13814,3,2257.32,752.44
16350,9,2253.89,250.43
17414,6,2249.52,374.92
14432,6,2248.5,374.75
14644,7,2247.72,321.1
16177,8,2247.31,280.91
12868,8,2247.06,280.88
16174,7,2246.75,320.96
13627,7,2245.9,320.84
16042,8,2245.32,280.66
13407,3,2244.7,748.23
16823,7,2243.09,320.44
14462,12,2242.81,186.9
15865,5,2241.42,448.28
15629,4,2240.9,560.23
16551,7,2237.12,319.59
17180,11,2236.77,203.34
17075,10,2236.63,223.66
16108,4,2235.92,558.98
16076,10,2234.73,223.47
13662,11,2233.61,203.06
18215,5,2232.49,446.5
17460,16,2228.27,139.27
12783,6,2225.91,370.98
13365,2,2225.37,1112.68
14321,7,2218.06,316.87
17648,5,2216.37,443.27
18177,9,2216.32,246.26
13478,5,2215.78,443.16
14708,5,2212.28,442.46
13320,6,2211.6,368.6
15550,12,2211.05,184.25
15476,4,2209.98,552.5
14177,13,2209.69,169.98
14834,7,2206.16,315.17
14467,12,2203.24,183.6
13410,9,2201.96,244.66
14006,7,2196.67,313.81
16317,5,2192.51,438.5
15934,2,2190.66,1095.33
14212,2,2190.14,1095.07
16221,9,2186.66,242.96
14597,6,2184.63,364.11
15864,7,2180.76,311.54
12856,6,2170.78,361.8
15649,4,2170.35,542.59
14595,8,2164.45,270.56
15944,4,2164.24,541.06
17822,5,2162.93,432.59
14407,6,2157.73,359.62
16379,4,2157.4,539.35
13643,10,2156.77,215.68
13224,2,2155.95,1077.97
16966,7,2154.97,307.85
16600,13,2153.41,165.65
16275,3,2151.11,717.04
18239,6,2150.36,358.39
14216,5,2150.04,430.01
16716,3,2149.68,716.56
17272,4,2148.63,537.16
16004,5,2146.39,429.28
13152,7,2146.38,306.63
16134,5,2145.34,429.07
18009,8,2144.23,268.03
12576,8,2142.72,267.84
13092,12,2140.28,178.36
12687,2,2138.91,1069.45
17029,7,2137.3,305.33
18116,13,2134.49,164.19
12560,3,2134.01,711.34
16493,7,2132.09,304.58
13517,3,2128.42,709.47
14634,4,2124.46,531.12
16807,6,2123.88,353.98
16996,9,2123.61,235.96
14472,9,2118.72,235.41
14360,4,2118.03,529.51
14691,5,2114.33,422.87
16201,5,2112.12,422.42
16054,4,2111.88,527.97
12997,8,2110.91,263.86
14399,8,2108.21,263.53
13755,9,2108.06,234.23
13610,14,2103.71,150.27
15252,5,2103.41,420.68
14276,7,2102.68,300.38
14499,7,2101.79,300.26
15815,5,2100.6,420.12
12975,6,2100.09,350.02
17159,5,2099.59,419.92
12610,5,2099.54,419.91
17742,11,2098.48,190.77
13753,4,2094.57,523.64
13591,7,2093.94,299.13
14469,4,2093.46,523.37
13265,5,2092.66,418.53
15456,10,2091.52,209.15
15151,2,2085.61,1042.81
17705,11,2083.9,189.45
14896,8,2083.22,260.4
16934,6,2083.14,347.19
14396,7,2079.73,297.1
18026,2,2074.07,1037.04
17048,7,2071.68,295.95
17585,7,2064.71,294.96
16726,7,2063.88,294.84
12586,4,2062.67,515.67
13476,5,2061.47,412.29
18258,6,2059.67,343.28
17633,7,2057.39,293.91
12518,5,2056.89,411.38
15253,8,2055.09,256.89
14188,6,2054.36,342.39
16235,9,2053.71,228.19
16794,15,2052.7,136.85
16176,4,2052.69,513.17
14723,11,2050.25,186.39
17086,6,2050.08,341.68
13874,7,2049.15,292.74
13984,12,2048.6,170.72
16027,15,2048.36,136.56
14232,5,2048.07,409.61
17666,5,2047.8,409.56
13663,5,2047.51,409.5
14000,5,2046.34,409.27
15473,8,2046.0,255.75
17289,9,2041.8,226.87
12585,2,2040.1,1020.05
14988,7,2038.65,291.24
16214,4,2038.25,509.56
16331,6,2037.7,339.62
13705,7,2035.33,290.76
13630,7,2031.78,290.25
14225,4,2031.07,507.77
15272,6,2030.95,338.49
15506,6,2030.33,338.39
15164,9,2028.11,225.35
15384,4,2027.79,506.95
12873,3,2027.3,675.77
13989,5,2026.06,405.21
14631,6,2025.69,337.62
16510,6,2025.6,337.6
14651,9,2025.52,225.06
12418,4,2021.2,505.3
17227,12,2021.18,168.43
13696,3,2020.4,673.47
12348,5,2019.4,403.88
14623,10,2016.98,201.7
16197,9,2016.71,224.08
17152,4,2016.5,504.13
17126,9,2016.43,224.05
13693,9,2011.82,223.54
13888,7,2001.59,285.94
16332,11,2000.01,181.82
16698,2,1998.0,999.0
14628,5,1998.0,399.6
15990,7,1997.75,285.39
14152,7,1997.34,285.33
14301,4,1992.18,498.04
13889,6,1991.23,331.87
17088,4,1991.01,497.75
16960,8,1990.88,248.86
17351,12,1988.23,165.69
16529,4,1986.8,496.7
15478,3,1983.48,661.16
14967,6,1982.61,330.44
15192,5,1981.39,396.28
17337,4,1981.06,495.26
13725,8,1980.56,247.57
12582,4,1980.4,495.1
17158,5,1980.0,396.0
15030,8,1979.91,247.49
15795,8,1979.87,247.48
13208,9,1976.3,219.59
18204,3,1975.35,658.45
15531,2,1972.39,986.19
17797,8,1971.87,246.48
14905,8,1971.39,246.42
12674,4,1970.6,492.65
14477,7,1969.6,281.37
16032,6,1965.72,327.62
15081,12,1965.72,163.81
16233,9,1965.71,218.41
17966,10,1963.92,196.39
17997,8,1962.46,245.31
12399,7,1962.3,280.33
15789,6,1962.01,327.0
16290,4,1957.7,489.43
18016,7,1954.56,279.22
14794,10,1953.9,195.39
17554,5,1952.45,390.49
13761,6,1952.17,325.36
15885,15,1951.82,130.12
16993,2,1950.95,975.48
14014,3,1948.21,649.4
16891,11,1945.2,176.84
15620,4,1942.36,485.59
15425,4,1941.12,485.28
16619,4,1938.33,484.58
17135,10,1937.76,193.78
14418,3,1937.25,645.75
15605,9,1936.8,215.2
15561,8,1934.39,241.8
12528,6,1933.48,322.25
12531,2,1933.2,966.6
16859,7,1932.41,276.06
15803,4,1929.66,482.41
17236,12,1929.26,160.77
16788,5,1928.93,385.79
13029,5,1927.3,385.46
14492,7,1921.91,274.56
16681,7,1921.84,274.55
18220,6,1921.76,320.29
13838,10,1920.73,192.07
12644,4,1918.49,479.62
12842,4,1917.99,479.5
14332,5,1917.41,383.48
16650,7,1916.11,273.73
16555,6,1915.68,319.28
16692,4,1914.7,478.68
16770,9,1909.73,212.19
12947,6,1908.03,318.0
17046,5,1906.07,381.21
16942,9,1904.99,211.67
17235,8,1904.88,238.11
14250,3,1904.05,634.68
14127,6,1900.08,316.68
14710,13,1899.79,146.14
12762,2,1898.52,949.26
14389,5,1898.01,379.6
14741,7,1897.59,271.08
14730,8,1897.57,237.2
17560,8,1895.8,236.97
14327,6,1894.93,315.82
15248,3,1893.93,631.31
17350,7,1893.7,270.53
16631,7,1892.52,270.36
13276,5,1891.91,378.38
15381,5,1890.57,378.11
14912,6,1889.25,314.88
17609,11,1887.9,171.63
16172,8,1884.55,235.57
14403,6,1880.51,313.42
16660,7,1879.55,268.51
18151,6,1879.44,313.24
15197,6,1877.51,312.92
13946,6,1876.23,312.7
12494,9,1872.87,208.1
16426,10,1863.76,186.38
13503,6,1859.24,309.87
14305,3,1858.96,619.65
14130,4,1858.77,464.69
16043,8,1856.59,232.07
16049,6,1852.15,308.69
16917,2,1851.88,925.94
12383,5,1850.56,370.11
12381,5,1845.31,369.06
12507,4,1844.06,461.01
18180,6,1843.75,307.29
12694,3,1843.35,614.45
12950,3,1843.0,614.33
15201,7,1842.95,263.28
16102,3,1842.14,614.05
14224,9,1841.71,204.63
13168,5,1840.73,368.15
17919,2,1840.32,920.16
15822,6,1840.06,306.68
14870,6,1838.95,306.49
13924,6,1838.85,306.47
17015,3,1838.61,612.87
16175,7,1836.44,262.35
15402,6,1830.54,305.09
16825,5,1826.89,365.38
17244,5,1826.04,365.21
15678,3,1825.94,608.65
14715,8,1825.45,228.18
13884,10,1825.03,182.5
17642,5,1824.49,364.9
16169,4,1822.97,455.74
14738,9,1821.9,202.43
15339,7,1821.02,260.15
17259,6,1820.34,303.39
16205,7,1820.11,260.02
17828,4,1820.09,455.02
14553,9,1818.6,202.07
15807,5,1817.52,363.5
16634,6,1814.61,302.44
16880,8,1813.21,226.65
14915,11,1811.25,164.66
16474,7,1810.65,258.66
16725,14,1810.41,129.31
14893,3,1809.61,603.2
15530,5,1808.68,361.74
17888,25,1807.44,72.3
15133,5,1806.9,361.38
13561,11,1803.4,163.95
18161,6,1803.1,300.52
16797,5,1802.02,360.4
16249,5,1800.07,360.01
18235,3,1796.48,598.83
18236,12,1795.35,149.61
17165,6,1794.32,299.05
18122,6,1793.06,298.84
13711,9,1792.26,199.14
13375,2,1792.23,896.12
12369,3,1791.15,597.05
17603,4,1788.38,447.1
13782,13,1786.08,137.39
15608,5,1785.98,357.2
16611,6,1785.13,297.52
15452,6,1785.11,297.52
15128,5,1783.68,356.74
16110,4,1781.59,445.4
18214,4,1780.34,445.08
15220,6,1778.96,296.49
12458,4,1777.49,444.37
12908,5,1776.0,355.2
12778,9,1775.68,197.3
13920,4,1774.68,443.67
16124,4,1772.49,443.12
15594,5,1771.78,354.36
14850,7,1770.96,252.99
14933,4,1770.0,442.5
15972,5,1769.33,353.87
15736,2,1767.12,883.56
13456,6,1766.72,294.45
13648,8,1764.02,220.5
13717,8,1763.3,220.41
12784,3,1763.15,587.72
15777,7,1762.61,251.8
16511,6,1760.49,293.42
16620,6,1758.93,293.16
16266,14,1757.95,125.57
16595,5,1757.75,351.55
12809,3,1755.94,585.31
14704,11,1752.92,159.36
13155,6,1750.18,291.7
14522,8,1748.42,218.55
16639,4,1747.98,437.0
13808,5,1747.66,349.53
17695,5,1746.04,349.21
14236,5,1744.64,348.93
16348,8,1744.42,218.05
12425,2,1741.41,870.71
16087,5,1739.92,347.98
17974,6,1739.09,289.85
13531,6,1738.52,289.75
14584,8,1738.16,217.27
14075,6,1734.87,289.14
17268,11,1733.89,157.63
13026,9,1733.08,192.56
14400,3,1732.47,577.49
17432,9,1728.99,192.11
14387,3,1727.6,575.87
16809,9,1727.43,191.94
15730,5,1726.58,345.32
17190,7,1726.57,246.65
14304,3,1725.01,575.0
13363,3,1723.86,574.62
16374,5,1723.4,344.68
17451,7,1721.4,245.91
16119,8,1720.81,215.1
15267,5,1717.36,343.47
14021,7,1716.58,245.23
17162,10,1715.46,171.55
14692,12,1715.14,142.93
14987,8,1713.85,214.23
14447,6,1711.73,285.29
13665,3,1711.66,570.55
16654,8,1711.47,213.93
17750,9,1710.45,190.05
13104,9,1709.1,189.9
17731,6,1708.99,284.83
15607,9,1708.97,189.89
12407,5,1708.12,341.62
13309,6,1706.37,284.39
16398,2,1705.8,852.9
14859,5,1705.64,341.13
12693,7,1703.02,243.29
15326,5,1700.52,340.1
15911,8,1700.24,212.53
13240,8,1699.86,212.48
15889,8,1699.67,212.46
16768,9,1698.57,188.73
12932,8,1698.56,212.32
17813,5,1698.07,339.61
17694,3,1695.97,565.32
16899,8,1695.77,211.97
16010,11,1694.86,154.08
15976,6,1694.41,282.4
14245,2,1693.45,846.73
14829,7,1692.84,241.83
16671,3,1692.27,564.09
14078,9,1689.71,187.75
13294,3,1689.53,563.18
17341,5,1688.82,337.76
13566,5,1688.6,337.72
12813,3,1687.8,562.6
12775,7,1686.12,240.87
13516,4,1685.26,421.31
15732,10,1682.07,168.21
14643,5,1679.89,335.98
15551,7,1679.81,239.97
13800,3,1679.56,559.85
12870,3,1676.95,558.98
14831,3,1676.57,558.86
13149,4,1676.06,419.01
17656,5,1674.69,334.94
13587,4,1673.5,418.38
13308,4,1670.37,417.59
13417,6,1669.49,278.25
13184,10,1668.95,166.9
17534,5,1668.83,333.77
13434,5,1666.86,333.37
13064,6,1666.84,277.81
17321,6,1665.21,277.54
16329,4,1664.92,416.23
12912,5,1662.3,332.46
15214,8,1661.44,207.68
14583,8,1660.29,207.54
18096,6,1657.87,276.31
18276,6,1656.52,276.09
17041,6,1655.2,275.87
16625,5,1654.03,330.81
16813,10,1652.18,165.22
13649,6,1651.48,275.25
16907,9,1650.81,183.42
15996,7,1649.65,235.66
15987,8,1649.47,206.18
18085,4,1645.75,411.44
12657,4,1643.18,410.79
13506,5,1639.2,327.84
14420,4,1639.17,409.79
12933,8,1636.63,204.58
17951,4,1636.08,409.02
17006,8,1635.27,204.41
18062,6,1632.67,272.11
14164,2,1631.77,815.88
18136,5,1631.36,326.27
17571,5,1630.91,326.18
14904,4,1630.49,407.62
16256,3,1629.37,543.12
13554,7,1629.35,232.76
15167,5,1627.62,325.52
14759,3,1625.97,541.99
13154,3,1624.84,541.61
15172,5,1624.05,324.81
14937,3,1621.88,540.63
12379,4,1620.22,405.06
15422,7,1619.97,231.42
12577,8,1617.1,202.14
16224,5,1616.54,323.31
14336,4,1614.91,403.73
15013,10,1610.82,161.08
16860,3,1610.62,536.87
13900,6,1610.59,268.43
17814,2,1609.37,804.68
12847,2,1609.0,804.5
13249,9,1608.93,178.77
14920,3,1607.17,535.72
17515,9,1602.51,178.06
15325,8,1601.46,200.18
14178,7,1600.26,228.61
14885,3,1598.12,532.71
12514,2,1597.76,798.88
17853,3,1596.29,532.1
15134,10,1596.29,159.63
13239,5,1594.69,318.94
16801,4,1594.23,398.56
17028,3,1593.83,531.28
15289,5,1593.09,318.62
17540,6,1590.6,265.1
16092,6,1587.94,264.66
17345,10,1586.63,158.66
13156,3,1586.54,528.85
16096,4,1584.97,396.24
13740,5,1582.77,316.55
17867,15,1582.05,105.47
14719,5,1581.84,316.37
15279,5,1580.54,316.11
13202,7,1580.3,225.76
14587,9,1580.29,175.59
13752,7,1579.83,225.69
17222,6,1579.51,263.25
17649,3,1578.89,526.3
13186,3,1575.89,525.3
12549,6,1575.68,262.61
14489,4,1574.93,393.73
16099,7,1573.2,224.74
17886,6,1572.55,262.09
14136,5,1570.81,314.16
14198,9,1569.73,174.41
13539,7,1569.36,224.19
17624,4,1568.63,392.16
16774,8,1567.48,195.94
13939,7,1560.96,222.99
15466,4,1560.46,390.12
12629,2,1558.22,779.11
16140,3,1557.6,519.2
16394,5,1555.34,311.07
15149,5,1554.61,310.92
18149,7,1553.96,221.99
13360,4,1553.65,388.41
15074,3,1553.13,517.71
13377,2,1552.88,776.44
17851,6,1552.35,258.72
17323,12,1551.04,129.25
