customer_id,total_orders,total_revenue,average_order_value,first_purchase_date,last_purchase_date,days_since_last_purchase,repeat_customer_flag
15817,3,2766.4,922.13,2010-06-14,2010-10-15,421,1
13813,8,2765.47,345.68,2009-12-06,2011-10-31,40,1
16407,14,2761.65,197.26,2010-10-03,2011-11-27,13,1
17115,7,2761.49,394.5,2009-12-05,2011-12-01,9,1
17368,14,2758.29,197.02,2009-12-15,2011-11-16,24,1
17262,11,2757.62,250.69,2009-12-15,2011-10-18,53,1
16335,7,2753.52,393.36,2009-12-04,2010-06-06,552,1
13736,7,2752.47,393.21,2009-12-06,2011-12-04,6,1
17490,9,2750.5,305.61,2010-05-19,2011-12-09,1,1
14665,7,2749.65,392.81,2010-04-26,2011-10-10,61,1
17676,10,2749.34,274.93,2010-03-30,2011-12-05,5,1
12982,8,2744.81,343.1,2010-04-12,2011-04-11,243,1
12669,3,2744.03,914.68,2011-03-28,2011-07-12,151,1
15841,9,2742.41,304.71,2009-12-10,2011-09-28,73,1
17241,12,2736.64,228.05,2010-02-15,2010-11-19,386,1
15389,5,2733.8,546.76,2010-01-27,2011-06-20,173,1
15111,5,2730.87,546.17,2010-04-26,2011-11-10,30,1
12986,10,2729.84,272.98,2010-01-21,2010-10-07,429,1
12739,4,2726.73,681.68,2010-11-10,2011-09-22,79,1
12391,6,2724.84,454.14,2010-02-15,2011-11-18,22,1
17591,8,2723.62,340.45,2010-01-17,2011-09-27,74,1
16190,8,2723.55,340.44,2009-12-14,2011-10-30,41,1
14125,3,2720.63,906.88,2011-09-22,2011-11-29,11,1
14808,8,2718.6,339.82,2011-06-20,2011-10-31,40,1
15985,7,2715.28,387.9,2010-05-27,2011-08-08,124,1
16232,7,2712.97,387.57,2010-06-07,2011-10-27,44,1
15021,12,2698.68,224.89,2010-07-29,2011-12-01,9,1
16359,16,2697.75,168.61,2010-02-16,2011-12-02,8,1
18173,5,2696.36,539.27,2010-04-06,2011-09-14,87,1
12725,4,2694.56,673.64,2010-05-04,2010-12-03,372,1
12820,11,2689.52,244.5,2009-12-05,2011-12-06,4,1
17388,11,2675.37,243.22,2009-12-10,2011-09-23,78,1
16434,12,2673.69,222.81,2010-01-17,2011-11-10,30,1
14496,7,2668.23,381.18,2010-03-16,2011-02-01,312,1
18283,22,2664.9,121.13,2010-02-19,2011-12-06,4,1
15910,15,2661.17,177.41,2010-01-21,2011-12-09,1,1
13473,8,2657.76,332.22,2009-12-15,2011-10-10,61,1
15671,7,2657.13,379.59,2011-03-14,2011-11-21,19,1
16369,7,2656.56,379.51,2010-04-07,2011-11-21,19,1
15157,5,2654.11,530.82,2009-12-10,2011-12-06,4,1
14756,3,2653.76,884.59,2010-10-11,2011-11-24,16,1
17744,7,2649.14,378.45,2010-11-24,2011-12-06,4,1
12516,4,2648.62,662.15,2010-04-19,2011-09-23,78,1
13203,10,2648.25,264.82,2009-12-17,2011-11-30,10,1
16618,5,2647.59,529.52,2011-01-21,2011-11-08,32,1
13117,18,2643.81,146.88,2010-03-26,2011-11-18,22,1
13819,6,2642.35,440.39,2009-12-01,2011-02-11,302,1
15814,6,2634.44,439.07,2010-04-15,2011-11-23,17,1
12520,5,2634.26,526.85,2011-03-11,2011-09-21,80,1
14410,11,2631.9,239.26,2010-09-28,2011-09-08,93,1
16276,3,2629.39,876.46,2010-04-11,2011-06-16,177,1
13422,1,2626.3,2626.3,2011-10-06,2011-10-06,65,0
13644,4,2624.26,656.07,2011-08-26,2011-11-23,17,1
12671,1,2622.48,2622.48,2010-04-12,2010-04-12,607,0
12423,10,2622.39,262.24,2010-08-31,2011-12-09,1,1
15142,6,2619.92,436.65,2010-07-27,2011-10-24,47,1
13211,10,2618.77,261.88,2009-12-06,2011-11-29,11,1
14262,8,2618.23,327.28,2011-04-13,2011-12-01,9,1
14195,6,2615.6,435.93,2010-03-15,2011-05-22,202,1
14431,4,2614.2,653.55,2010-01-21,2011-02-10,303,1
14397,19,2612.96,137.52,2011-05-10,2011-12-07,3,1
14564,2,2605.62,1302.81,2009-12-04,2010-10-01,435,1
17317,3,2600.34,866.78,2011-09-11,2011-10-24,47,1
15826,4,2598.28,649.57,2010-05-20,2011-10-14,57,1
13700,13,2596.97,199.77,2010-02-07,2011-11-13,27,1
12412,6,2596.93,432.82,2010-06-18,2011-09-26,75,1
14163,5,2594.62,518.92,2010-09-03,2011-09-13,88,1
14229,7,2594.04,370.58,2010-08-25,2011-10-19,52,1
17043,8,2593.65,324.21,2009-12-09,2011-11-07,33,1
14129,9,2591.34,287.93,2010-05-09,2011-12-08,2,1
14147,9,2590.2,287.8,2010-03-09,2011-09-22,79,1
16206,13,2589.87,199.22,2010-01-24,2011-10-16,55,1
15062,8,2585.62,323.2,2010-04-08,2011-09-29,72,1
12592,5,2582.66,516.53,2010-07-08,2011-09-08,93,1
16244,2,2579.38,1289.69,2010-12-02,2011-05-12,212,1
16499,8,2578.34,322.29,2010-06-11,2010-12-14,361,1
17095,7,2572.25,367.46,2009-12-15,2011-11-17,23,1
17002,7,2571.55,367.36,2010-03-08,2011-09-15,86,1
13652,5,2570.85,514.17,2010-02-25,2011-10-25,46,1
15434,11,2567.06,233.37,2010-01-24,2011-12-01,9,1
13173,11,2565.76,233.25,2009-12-10,2011-12-05,5,1
14573,13,2565.12,197.32,2010-01-08,2011-06-13,180,1
13192,6,2558.58,426.43,2010-01-22,2011-09-05,96,1
15033,10,2557.18,255.72,2011-01-14,2011-12-05,5,1
16036,4,2556.84,639.21,2010-03-29,2011-09-13,88,1
13862,9,2556.09,284.01,2010-11-15,2011-11-21,19,1
17787,4,2553.82,638.46,2010-12-03,2011-07-10,153,1
16115,12,2553.8,212.82,2010-05-14,2011-11-30,10,1
14745,12,2551.41,212.62,2010-03-12,2011-08-19,113,1
18179,8,2547.55,318.44,2010-02-14,2011-11-30,10,1
17465,7,2542.79,363.26,2009-12-03,2010-10-10,426,1
14548,9,2541.29,282.37,2009-12-06,2011-07-12,151,1
15426,9,2538.92,282.1,2010-05-02,2011-11-20,20,1
17463,7,2535.26,362.18,2010-04-29,2011-11-23,17,1
13623,10,2533.06,253.31,2009-12-02,2011-11-09,31,1
14810,13,2531.92,194.76,2010-10-06,2011-10-30,41,1
15906,10,2530.19,253.02,2010-09-15,2011-11-20,20,1
14659,9,2529.93,281.1,2011-01-28,2011-12-01,9,1
16889,6,2526.65,421.11,2010-05-23,2011-05-29,195,1
14790,10,2526.62,252.66,2009-12-11,2011-11-23,17,1
16987,11,2521.4,229.22,2009-12-02,2011-12-06,4,1
13344,3,2511.69,837.23,2011-03-07,2011-10-03,68,1
17897,9,2510.56,278.95,2010-05-12,2011-06-20,173,1
17101,7,2507.05,358.15,2010-06-07,2011-11-29,11,1
17550,9,2506.64,278.52,2010-02-07,2011-05-26,198,1
12978,5,2502.82,500.56,2009-12-10,2010-11-19,386,1
16202,9,2501.99,278.0,2009-12-02,2010-12-14,361,1
13471,4,2501.84,625.46,2011-10-23,2011-12-08,2,1
15747,9,2499.81,277.76,2010-01-18,2011-11-27,13,1
17594,4,2497.88,624.47,2010-04-14,2011-09-15,86,1
15932,8,2495.87,311.98,2011-02-23,2011-12-05,5,1
13414,6,2494.14,415.69,2010-04-15,2011-07-29,134,1
14541,14,2491.38,177.96,2010-01-07,2011-10-12,59,1
15227,9,2488.49,276.5,2010-03-16,2011-11-03,37,1
15117,8,2485.97,310.75,2010-03-15,2011-11-25,15,1
12517,5,2481.6,496.32,2011-06-02,2011-11-11,29,1
13507,4,2479.16,619.79,2011-07-17,2011-12-06,4,1
13588,9,2478.95,275.44,2011-03-29,2011-11-24,16,1
16795,3,2477.29,825.76,2010-01-25,2010-12-09,366,1
13134,6,2475.23,412.54,2010-10-19,2011-09-15,86,1
16520,6,2474.14,412.36,2010-03-02,2011-06-06,187,1
13762,5,2472.48,494.5,2010-01-10,2011-05-05,219,1
17732,8,2470.39,308.8,2010-08-09,2010-12-02,373,1
12924,12,2469.4,205.78,2009-12-09,2011-09-12,89,1
14421,6,2469.37,411.56,2010-01-17,2011-10-13,58,1
17288,11,2468.43,224.4,2010-11-10,2011-11-30,10,1
17164,7,2467.35,352.48,2011-03-11,2011-11-07,33,1
15221,4,2465.45,616.36,2010-03-12,2010-12-08,367,1
13151,3,2465.21,821.74,2010-03-22,2011-02-17,296,1
15860,17,2463.96,144.94,2009-12-06,2011-10-30,41,1
17131,5,2463.17,492.63,2011-09-25,2011-12-04,6,1
14256,5,2460.79,492.16,2010-01-14,2011-03-24,261,1
17629,10,2455.52,245.55,2010-10-14,2011-12-04,6,1
16016,11,2446.42,222.4,2010-11-02,2011-12-06,4,1
12701,6,2446.41,407.73,2010-03-16,2011-09-21,80,1
13338,4,2445.62,611.4,2010-01-05,2011-07-05,158,1
17348,9,2442.29,271.37,2010-03-10,2011-11-25,15,1
14449,8,2441.2,305.15,2010-09-29,2011-11-21,19,1
18171,9,2437.31,270.81,2010-01-05,2011-10-12,59,1
15623,8,2437.05,304.63,2009-12-10,2011-07-21,142,1
17505,5,2435.48,487.1,2010-04-13,2011-07-01,162,1
13085,8,2433.28,304.16,2009-12-01,2011-07-05,158,1
13094,13,2433.12,187.16,2010-11-15,2011-11-18,22,1
16638,15,2430.53,162.04,2010-08-18,2011-11-17,23,1
14502,11,2429.83,220.89,2011-01-30,2011-11-20,20,1
15077,2,2428.08,1214.04,2009-12-09,2010-08-02,495,1
13949,6,2427.32,404.55,2011-09-06,2011-12-07,3,1
12733,4,2424.87,606.22,2010-01-19,2011-04-19,235,1
15658,8,2423.47,302.93,2009-12-03,2011-06-02,191,1
15215,7,2422.43,346.06,2010-04-06,2011-10-24,47,1
15089,6,2420.84,403.47,2011-08-03,2011-11-29,11,1
15489,8,2419.61,302.45,2010-01-15,2011-11-17,23,1
16040,7,2416.9,345.27,2010-04-09,2011-10-05,66,1
13878,4,2416.9,604.23,2010-04-14,2011-10-16,55,1
16470,11,2416.85,219.71,2009-12-11,2011-10-19,52,1
12802,7,2416.42,345.2,2010-05-25,2011-06-06,187,1
13118,9,2415.41,268.38,2010-09-26,2011-11-20,20,1
14205,9,2414.2,268.24,2010-03-07,2011-11-23,17,1
17894,18,2411.35,133.96,2010-08-27,2011-09-29,72,1
12397,2,2409.9,1204.95,2011-07-27,2011-11-04,36,1
16833,6,2409.04,401.51,2010-03-26,2011-12-08,2,1
17671,5,2403.34,480.67,2010-11-29,2011-11-24,16,1
15341,2,2402.72,1201.36,2010-09-16,2011-09-20,81,1
15793,8,2399.57,299.95,2009-12-01,2011-11-25,15,1
12393,6,2399.45,399.91,2010-10-07,2011-09-28,73,1
14414,8,2399.33,299.92,2010-11-30,2011-09-09,92,1
16147,5,2398.91,479.78,2010-02-05,2011-07-29,134,1
17921,10,2394.36,239.44,2010-07-15,2011-10-06,65,1
16812,4,2392.0,598.0,2010-11-22,2010-12-14,361,1
15366,7,2389.08,341.3,2010-02-26,2011-09-25,76,1
14443,5,2386.47,477.29,2010-11-25,2011-10-17,54,1
16105,5,2386.19,477.24,2010-04-14,2011-04-05,249,1
17905,13,2379.37,183.03,2010-01-28,2011-09-29,72,1
17827,6,2376.17,396.03,2010-03-28,2011-12-04,6,1
16883,19,2374.09,124.95,2009-12-04,2011-06-05,188,1
17434,7,2373.82,339.12,2011-09-15,2011-12-07,3,1
13908,4,2369.55,592.39,2011-03-08,2011-09-21,80,1
17623,7,2365.77,337.97,2009-12-14,2011-11-07,33,1
16005,10,2365.49,236.55,2010-09-15,2011-11-27,13,1
14295,5,2362.91,472.58,2009-12-08,2011-10-30,41,1
16676,6,2361.9,393.65,2010-10-17,2011-11-06,34,1
16065,8,2359.27,294.91,2010-09-02,2010-12-09,366,1
17634,9,2358.59,262.07,2011-01-06,2011-11-03,37,1
15015,13,2354.97,181.15,2009-12-14,2010-07-26,502,1
17969,20,2354.29,117.71,2009-12-06,2011-06-26,167,1
16083,4,2351.42,587.86,2010-11-16,2011-08-31,101,1
16085,12,2341.03,195.09,2010-01-20,2011-11-16,24,1
12704,8,2340.84,292.61,2011-06-23,2011-12-02,8,1
12584,9,2338.15,259.79,2011-03-04,2011-12-06,4,1
15549,8,2334.16,291.77,2010-01-11,2011-09-23,78,1
13614,6,2332.74,388.79,2010-06-06,2011-11-15,25,1
16496,6,2330.77,388.46,2010-07-18,2011-12-01,9,1
17313,1,2328.84,2328.84,2011-11-08,2011-11-08,32,0
17004,4,2324.36,581.09,2010-10-11,2011-10-24,47,1
14938,2,2322.43,1161.21,2010-05-26,2010-05-26,563,1
13091,3,2321.82,773.94,2009-12-10,2011-11-11,29,1
13055,4,2321.11,580.28,2010-10-06,2011-09-22,79,1
16628,7,2318.1,331.16,2010-03-08,2011-11-10,30,1
12724,7,2317.52,331.07,2010-06-22,2011-12-04,6,1
12948,9,2317.43,257.49,2009-12-02,2011-11-23,17,1
14346,5,2315.75,463.15,2010-07-30,2011-08-11,121,1
17193,9,2310.04,256.67,2009-12-02,2011-11-04,36,1
17282,5,2308.54,461.71,2010-06-09,2011-08-01,131,1
13704,9,2308.06,256.45,2011-09-12,2011-12-04,6,1
17113,6,2305.59,384.27,2010-01-11,2010-05-14,575,1
15946,3,2304.18,768.06,2010-03-16,2010-07-25,503,1
14555,6,2304.03,384.01,2009-12-18,2011-10-13,58,1
18095,5,2303.09,460.62,2010-04-19,2011-01-31,313,1
16077,1,2300.4,2300.4,2010-03-24,2010-03-24,626,0
16531,11,2298.33,208.94,2010-09-24,2011-11-17,23,1
17324,12,2298.12,191.51,2009-12-18,2011-11-22,18,1
13371,2,2297.66,1148.83,2010-03-17,2010-07-22,506,1
12599,13,2296.72,176.67,2010-05-11,2011-11-10,30,1
12649,8,2294.65,286.83,2010-01-12,2011-08-24,108,1
13280,7,2293.33,327.62,2010-03-05,2011-08-09,123,1
13059,10,2291.77,229.18,2010-03-31,2011-04-04,250,1
17047,6,2289.23,381.54,2009-12-08,2011-09-15,86,1
17018,6,2287.7,381.28,2009-12-05,2011-10-30,41,1
16485,5,2287.19,457.44,2009-12-06,2011-09-23,78,1
14481,5,2284.69,456.94,2010-01-31,2011-06-28,165,1
12684,7,2283.63,326.23,2011-05-10,2011-12-02,8,1
18051,7,2282.28,326.04,2009-12-09,2010-03-15,635,1
14901,12,2281.4,190.12,2010-07-29,2011-11-28,12,1
13655,6,2280.51,380.09,2010-04-27,2011-08-17,115,1
14554,4,2279.49,569.87,2011-10-18,2011-11-29,11,1
13994,6,2274.14,379.02,2011-07-14,2011-12-06,4,1
17994,11,2270.03,206.37,2010-03-29,2011-08-10,122,1
13748,9,2268.35,252.04,2009-12-01,2011-09-05,96,1
15638,6,2265.2,377.53,2010-04-08,2010-11-26,379,1
15734,4,2263.3,565.83,2010-06-10,2011-08-17,115,1
13814,3,2257.32,752.44,2010-06-30,2011-09-08,93,1
16350,9,2253.89,250.43,2010-10-07,2011-11-18,22,1
17414,6,2249.52,374.92,2009-12-03,2011-10-27,44,1
14432,6,2248.5,374.75,2011-09-11,2011-11-30,10,1
14644,7,2247.72,321.1,2009-12-03,2011-10-03,68,1
16177,8,2247.31,280.91,2010-03-02,2011-10-20,51,1
12868,8,2247.06,280.88,2010-11-12,2011-06-07,186,1
16174,7,2246.75,320.96,2010-04-15,2011-08-05,127,1
13627,7,2245.9,320.84,2010-03-09,2011-10-11,60,1
16042,8,2245.32,280.66,2010-09-12,2011-11-17,23,1
13407,3,2244.7,748.23,2010-02-16,2010-05-10,579,1
16823,7,2243.09,320.44,2009-12-02,2011-04-26,228,1
14462,12,2242.81,186.9,2010-10-03,2011-10-04,67,1
15865,5,2241.42,448.28,2010-01-05,2011-10-30,41,1
15629,4,2240.9,560.23,2010-06-25,2010-09-15,451,1
16551,7,2237.12,319.59,2009-12-13,2011-09-05,96,1
17180,11,2236.77,203.34,2010-01-21,2011-10-14,57,1
17075,10,2236.63,223.66,2009-12-14,2011-11-22,18,1
16108,4,2235.92,558.98,2010-03-18,2011-09-16,85,1
16076,10,2234.73,223.47,2011-05-15,2011-12-06,4,1
13662,11,2233.61,203.06,2010-02-19,2011-09-15,86,1
18215,5,2232.49,446.5,2010-03-26,2011-09-11,90,1
17460,16,2228.27,139.27,2010-01-22,2011-09-06,95,1
12783,6,2225.91,370.98,2011-09-25,2011-12-07,3,1
13365,2,2225.37,1112.68,2011-05-06,2011-11-06,34,1
14321,7,2218.06,316.87,2010-08-23,2011-11-29,11,1
17648,5,2216.37,443.27,2010-11-19,2011-10-10,61,1
18177,9,2216.32,246.26,2009-12-15,2011-11-08,32,1
13478,5,2215.78,443.16,2010-01-31,2010-08-27,470,1
14708,5,2212.28,442.46,2010-09-10,2011-12-07,3,1
13320,6,2211.6,368.6,2010-08-18,2011-09-22,79,1
15550,12,2211.05,184.25,2009-12-03,2011-12-05,5,1
15476,4,2209.98,552.5,2010-09-23,2010-11-24,381,1
14177,13,2209.69,169.98,2010-02-26,2011-09-14,87,1
14834,7,2206.16,315.17,2010-10-28,2011-11-22,18,1
14467,12,2203.24,183.6,2009-12-02,2011-11-22,18,1
13410,9,2201.96,244.66,2009-12-08,2011-11-15,25,1
14006,7,2196.67,313.81,2010-02-25,2011-08-16,116,1
16317,5,2192.51,438.5,2010-05-04,2011-08-12,120,1
15934,2,2190.66,1095.33,2010-10-06,2010-10-18,418,1
14212,2,2190.14,1095.07,2010-09-20,2011-09-11,90,1
16221,9,2186.66,242.96,2010-08-10,2011-11-03,37,1
14597,6,2184.63,364.11,2010-09-28,2011-11-28,12,1
15864,7,2180.76,311.54,2010-11-23,2011-11-17,23,1
12856,6,2170.78,361.8,2011-10-07,2011-12-02,8,1
15649,4,2170.35,542.59,2010-11-17,2011-01-07,337,1
12501,1,2169.39,2169.39,2011-01-07,2011-01-07,337,0
14595,8,2164.45,270.56,2010-01-20,2011-11-20,20,1
15944,4,2164.24,541.06,2009-12-13,2011-03-08,277,1
17822,5,2162.93,432.59,2010-05-28,2010-10-15,421,1
14407,6,2157.73,359.62,2011-03-08,2011-08-24,108,1
16379,4,2157.4,539.35,2011-09-22,2011-12-05,5,1
13643,10,2156.77,215.68,2009-12-08,2011-11-08,32,1
13224,2,2155.95,1077.97,2011-07-11,2011-10-10,61,1
16966,7,2154.97,307.85,2011-04-13,2011-12-01,9,1
16600,13,2153.41,165.65,2009-12-18,2011-12-05,5,1
16275,3,2151.11,717.04,2010-03-08,2011-05-27,197,1
18239,6,2150.36,358.39,2010-10-13,2011-05-05,219,1
14216,5,2150.04,430.01,2010-10-21,2011-12-06,4,1
16716,3,2149.68,716.56,2010-03-19,2011-03-18,267,1
17272,4,2148.63,537.16,2011-03-22,2011-10-28,43,1
16004,5,2146.39,429.28,2010-01-25,2010-08-22,475,1
13152,7,2146.38,306.63,2010-01-14,2010-10-18,418,1
16134,5,2145.34,429.07,2010-06-17,2011-11-18,22,1
18009,8,2144.23,268.03,2010-02-25,2011-04-18,236,1
12576,8,2142.72,267.84,2010-07-01,2011-11-04,36,1
13092,12,2140.28,178.36,2010-02-10,2011-09-30,71,1
12687,2,2138.91,1069.45,2010-08-16,2010-08-16,481,1
17029,7,2137.3,305.33,2010-02-14,2011-08-21,111,1
17305,1,2135.46,2135.46,2010-03-01,2010-03-01,649,0
18116,13,2134.49,164.19,2010-10-24,2011-10-03,68,1
12560,3,2134.01,711.34,2011-07-19,2011-12-04,6,1
16493,7,2132.09,304.58,2010-03-26,2011-09-21,80,1
13517,3,2128.42,709.47,2011-06-13,2011-10-11,60,1
14634,4,2124.46,531.12,2010-06-16,2010-09-28,438,1
16807,6,2123.88,353.98,2010-03-26,2011-07-20,143,1
16996,9,2123.61,235.96,2010-10-18,2011-11-09,31,1
14472,9,2118.72,235.41,2010-01-19,2011-08-28,104,1
14360,4,2118.03,529.51,2011-09-06,2011-11-08,32,1
14691,5,2114.33,422.87,2011-05-11,2011-11-09,31,1
16201,5,2112.12,422.42,2010-10-20,2011-12-06,4,1
16054,4,2111.88,527.97,2010-04-01,2011-07-17,146,1
12997,8,2110.91,263.86,2010-04-06,2011-11-17,23,1
14399,8,2108.21,263.53,2010-02-03,2010-11-10,395,1
13755,9,2108.06,234.23,2011-10-07,2011-12-06,4,1
13610,14,2103.71,150.27,2010-01-05,2011-11-27,13,1
15252,5,2103.41,420.68,2010-04-07,2011-11-03,37,1
14276,7,2102.68,300.38,2010-02-17,2011-09-02,99,1
14499,7,2101.79,300.26,2010-08-27,2011-11-13,27,1
15815,5,2100.6,420.12,2011-03-25,2011-10-07,64,1
12975,6,2100.09,350.02,2009-12-06,2010-09-29,437,1
17159,5,2099.59,419.92,2010-03-04,2011-11-18,22,1
12610,5,2099.54,419.91,2011-08-05,2011-11-17,23,1
17742,11,2098.48,190.77,2009-12-01,2011-08-18,114,1
13753,4,2094.57,523.64,2009-12-03,2011-02-25,288,1
13591,7,2093.94,299.13,2009-12-14,2011-10-06,65,1
14469,4,2093.46,523.37,2010-01-29,2010-10-19,417,1
13265,5,2092.66,418.53,2011-03-11,2011-10-17,54,1
15456,10,2091.52,209.15,2009-12-08,2011-03-01,284,1
15151,2,2085.61,1042.81,2010-07-18,2010-10-12,424,1
17705,11,2083.9,189.45,2010-05-12,2011-12-06,4,1
14896,8,2083.22,260.4,2009-12-06,2011-05-19,205,1
16934,6,2083.14,347.19,2010-03-28,2011-10-16,55,1
14396,7,2079.73,297.1,2009-12-02,2011-10-05,66,1
18026,2,2074.07,1037.04,2010-07-22,2010-07-27,501,1
17048,7,2071.68,295.95,2010-01-18,2011-08-14,118,1
17585,7,2064.71,294.96,2010-08-18,2011-08-22,110,1
16726,7,2063.88,294.84,2010-10-24,2011-11-13,27,1
12586,4,2062.67,515.67,2009-12-16,2011-11-22,18,1
13476,5,2061.47,412.29,2010-03-05,2011-06-14,179,1
18258,6,2059.67,343.28,2010-05-16,2010-09-01,465,1
17633,7,2057.39,293.91,2010-11-15,2011-11-08,32,1
12518,5,2056.89,411.38,2011-08-21,2011-12-09,1,1
15253,8,2055.09,256.89,2010-05-02,2011-11-23,17,1
14188,6,2054.36,342.39,2011-02-02,2011-11-09,31,1
16235,9,2053.71,228.19,2010-08-26,2011-10-30,41,1
16794,15,2052.7,136.85,2010-03-25,2011-12-08,2,1
16176,4,2052.69,513.17,2010-03-29,2010-10-14,422,1
14723,11,2050.25,186.39,2009-12-04,2011-11-29,11,1
17086,6,2050.08,341.68,2011-10-07,2011-12-02,8,1
13874,7,2049.15,292.74,2010-02-04,2010-12-16,359,1
13984,12,2048.6,170.72,2009-12-07,2011-11-13,27,1
16027,15,2048.36,136.56,2010-01-08,2011-09-09,92,1
14232,5,2048.07,409.61,2011-03-20,2011-10-28,43,1
17666,5,2047.8,409.56,2010-06-30,2011-12-06,4,1
13663,5,2047.51,409.5,2010-03-03,2011-06-13,180,1
14000,5,2046.34,409.27,2009-12-02,2011-05-12,212,1
15473,8,2046.0,255.75,2010-09-21,2011-11-25,15,1
17289,9,2041.8,226.87,2010-03-08,2011-11-08,32,1
12585,2,2040.1,1020.05,2010-12-23,2011-04-19,235,1
14988,7,2038.65,291.24,2010-04-16,2011-05-12,212,1
16214,4,2038.25,509.56,2010-09-30,2011-06-22,171,1
16331,6,2037.7,339.62,2010-03-07,2010-10-03,433,1
13705,7,2035.33,290.76,2010-03-25,2011-12-02,8,1
17846,1,2033.1,2033.1,2011-09-15,2011-09-15,86,0
13630,7,2031.78,290.25,2011-02-27,2011-12-04,6,1
14225,4,2031.07,507.77,2010-01-12,2010-10-01,435,1
15272,6,2030.95,338.49,2010-02-14,2011-10-13,58,1
15506,6,2030.33,338.39,2010-08-19,2011-11-17,23,1
15164,9,2028.11,225.35,2010-01-18,2011-10-02,69,1
15384,4,2027.79,506.95,2010-04-26,2011-06-23,170,1
12873,3,2027.3,675.77,2010-01-27,2011-03-02,283,1
13989,5,2026.06,405.21,2010-05-25,2011-10-05,66,1
14631,6,2025.69,337.62,2010-08-09,2011-10-20,51,1
16510,6,2025.6,337.6,2010-01-17,2010-12-02,373,1
14651,9,2025.52,225.06,2010-03-18,2011-10-03,68,1
12418,4,2021.2,505.3,2010-03-19,2011-08-19,113,1
17227,12,2021.18,168.43,2010-01-15,2011-11-21,19,1
13696,3,2020.4,673.47,2010-02-11,2010-10-14,422,1
12348,5,2019.4,403.88,2010-09-27,2011-09-25,76,1
14623,10,2016.98,201.7,2010-04-16,2011-11-07,33,1
16197,9,2016.71,224.08,2009-12-16,2010-08-27,470,1
17152,4,2016.5,504.13,2010-10-10,2011-05-29,195,1
17126,9,2016.43,224.05,2010-08-31,2011-07-10,153,1
13693,9,2011.82,223.54,2009-12-07,2010-11-30,375,1
13888,7,2001.59,285.94,2010-05-13,2011-08-12,120,1
16332,11,2000.01,181.82,2010-04-29,2011-11-11,29,1
16698,2,1998.0,999.0,2011-03-31,2011-04-27,227,1
14628,5,1998.0,399.6,2010-01-25,2011-09-09,92,1
15990,7,1997.75,285.39,2010-02-28,2011-10-26,45,1
14152,7,1997.34,285.33,2010-02-18,2011-09-25,76,1
15481,1,1993.34,1993.34,2010-11-03,2010-11-03,402,0
14301,4,1992.18,498.04,2010-02-11,2011-08-14,118,1
13889,6,1991.23,331.87,2010-01-22,2011-09-08,93,1
17088,4,1991.01,497.75,2011-03-31,2011-11-11,29,1
16960,8,1990.88,248.86,2010-03-02,2011-11-01,39,1
17351,12,1988.23,165.69,2009-12-10,2011-11-03,37,1
16529,4,1986.8,496.7,2010-06-27,2011-06-02,191,1
15478,3,1983.48,661.16,2010-05-13,2011-10-30,41,1
14967,6,1982.61,330.44,2009-12-03,2011-10-21,50,1
15192,5,1981.39,396.28,2010-01-29,2011-08-12,120,1
17337,4,1981.06,495.26,2011-02-02,2011-07-11,152,1
13725,8,1980.56,247.57,2011-02-04,2011-10-21,50,1
12582,4,1980.4,495.1,2010-05-11,2011-04-15,239,1
17158,5,1980.0,396.0,2010-03-07,2011-11-07,33,1
15030,8,1979.91,247.49,2010-03-04,2011-09-29,72,1
15795,8,1979.87,247.48,2010-01-18,2011-07-13,150,1
13208,9,1976.3,219.59,2009-12-03,2011-10-12,59,1
18204,3,1975.35,658.45,2011-05-31,2011-09-29,72,1
15531,2,1972.39,986.19,2011-11-09,2011-12-01,9,1
17797,8,1971.87,246.48,2009-12-15,2011-11-17,23,1
14905,8,1971.39,246.42,2009-12-03,2011-07-05,158,1
12674,4,1970.6,492.65,2011-05-16,2011-11-01,39,1
14477,7,1969.6,281.37,2010-01-04,2011-11-20,20,1
16032,6,1965.72,327.62,2010-07-04,2010-09-09,457,1
15081,12,1965.72,163.81,2010-06-22,2011-11-17,23,1
16233,9,1965.71,218.41,2009-12-02,2011-09-29,72,1
17966,10,1963.92,196.39,2010-01-18,2011-11-02,38,1
17997,8,1962.46,245.31,2011-06-28,2011-09-26,75,1
12399,7,1962.3,280.33,2010-03-05,2011-08-12,120,1
15789,6,1962.01,327.0,2010-03-26,2010-12-16,359,1
16290,4,1957.7,489.43,2010-05-23,2010-09-01,465,1
17039,1,1954.99,1954.99,2010-04-14,2010-04-14,605,0
18016,7,1954.56,279.22,2010-01-27,2011-11-07,33,1
14794,10,1953.9,195.39,2010-08-09,2011-12-07,3,1
17554,5,1952.45,390.49,2011-07-14,2011-12-08,2,1
13761,6,1952.17,325.36,2010-02-21,2011-10-20,51,1
15885,15,1951.82,130.12,2010-01-21,2011-09-08,93,1
16993,2,1950.95,975.48,2010-05-12,2010-09-02,464,1
14014,3,1948.21,649.4,2010-05-12,2011-09-23,78,1
16891,11,1945.2,176.84,2009-12-04,2011-12-08,2,1
15620,4,1942.36,485.59,2010-10-26,2011-10-14,57,1
15425,4,1941.12,485.28,2010-02-14,2010-11-04,401,1
12385,1,1938.4,1938.4,2010-11-25,2010-11-25,380,0
