stock_code,product_description,sale_quarter,quantity_sold,revenue,order_count,customer_count
21644,ASSORTED TUTTI FRUTTI HEART BOX,2011-Q2,33,41.25,6,6
21644,ASSORTED TUTTI FRUTTI HEART BOX,2011-Q3,12,15.0,2,2
21644,ASSORTED TUTTI FRUTTI HEART BOX,2011-Q4,22,27.5,5,5
21645,ASSORTED TUTTI FRUTTI ROUND BOX,2009-Q4,264,435.6,22,19
21645,ASSORTED TUTTI FRUTTI ROUND BOX,2010-Q1,181,298.65,24,23
21645,ASSORTED TUTTI FRUTTI ROUND BOX,2010-Q2,124,204.6,16,16
21645,ASSORTED TUTTI FRUTTI ROUND BOX,2010-Q3,182,300.3,23,21
21645,ASSORTED TUTTI FRUTTI ROUND BOX,2010-Q4,188,310.2,29,26
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2009-Q4,151,317.1,16,16
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2010-Q1,55,115.5,10,10
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2010-Q2,243,510.3,26,26
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2010-Q3,143,300.3,15,15
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2010-Q4,124,260.4,28,25
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2011-Q1,24,50.4,2,2
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2011-Q2,1,2.1,1,1
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2011-Q3,40,84.0,7,7
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2011-Q4,9,18.9,4,4
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2009-Q4,128,160.0,9,8
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2010-Q1,342,381.9,11,9
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2010-Q2,405,506.25,21,21
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2010-Q3,373,466.25,20,19
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2010-Q4,935,1095.79,33,31
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2011-Q1,49,61.25,3,3
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2011-Q2,48,60.0,5,4
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2011-Q3,108,130.44,7,7
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2011-Q4,248,310.0,11,9
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,2009-Q4,313,865.75,22,19
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,2010-Q1,100,255.0,1,1
21650,ASSORTED TUTTI FRUTTI BRACELET,2009-Q4,108,70.2,6,6
21650,ASSORTED TUTTI FRUTTI BRACELET,2010-Q1,82,53.3,5,5
21650,ASSORTED TUTTI FRUTTI BRACELET,2010-Q2,241,156.65,15,15
21650,ASSORTED TUTTI FRUTTI BRACELET,2010-Q3,125,81.25,9,9
21650,ASSORTED TUTTI FRUTTI BRACELET,2010-Q4,196,61.16,9,8
21650,ASSORTED TUTTI FRUTTI BRACELET,2011-Q1,273,67.05,7,6
21650,ASSORTED TUTTI FRUTTI BRACELET,2011-Q2,202,42.98,2,2
21650,ASSORTED TUTTI FRUTTI BRACELET,2011-Q3,993,188.67,29,28
21650,ASSORTED TUTTI FRUTTI BRACELET,2011-Q4,577,109.63,19,18
21651,HANGING GLASS ETCHED TEALIGHT,2009-Q4,58,95.7,5,4
21651,HANGING GLASS ETCHED TEALIGHT,2010-Q1,209,337.65,21,21
21651,HANGING GLASS ETCHED TEALIGHT,2010-Q2,340,546.6,35,31
21651,HANGING GLASS ETCHED TEALIGHT,2010-Q3,377,578.85,20,20
21651,HANGING GLASS ETCHED TEALIGHT,2010-Q4,342,542.7,23,17
21651,HANGING GLASS ETCHED TEALIGHT,2011-Q1,11,18.15,3,3
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,2009-Q4,36,70.2,2,2
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,2010-Q1,264,493.2,21,19
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,2010-Q2,389,726.15,36,34
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,2010-Q3,178,336.3,13,13
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2010-Q1,191,399.6,29,27
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2010-Q2,432,841.2,28,25
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2010-Q3,414,809.4,23,20
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2010-Q4,166,347.1,20,16
21654,RIDGED GLASS FINGER BOWL,2009-Q4,6,8.7,2,2
21654,RIDGED GLASS FINGER BOWL,2010-Q1,103,134.95,5,4
21654,RIDGED GLASS FINGER BOWL,2010-Q2,44,63.8,5,5
21654,RIDGED GLASS FINGER BOWL,2010-Q3,24,34.8,1,1
21654,RIDGED GLASS FINGER BOWL,2010-Q4,36,52.2,4,4
21654,RIDGED GLASS FINGER BOWL,2011-Q1,48,69.6,10,9
21654,RIDGED GLASS FINGER BOWL,2011-Q2,660,257.4,22,18
21654,RIDGED GLASS FINGER BOWL,2011-Q3,214,83.46,13,13
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,2009-Q4,44,74.36,5,5
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,2010-Q1,233,367.85,15,15
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,2010-Q2,989,1521.65,48,38
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,2011-Q1,36,60.84,2,1
21656,RIDGED GLASS POSY VASE,2009-Q4,21,30.45,4,4
21656,RIDGED GLASS POSY VASE,2010-Q1,222,300.3,19,19
21656,RIDGED GLASS POSY VASE,2010-Q2,239,324.95,20,18
21656,RIDGED GLASS POSY VASE,2010-Q3,142,198.7,16,15
21656,RIDGED GLASS POSY VASE,2010-Q4,87,118.95,9,8
21656,RIDGED GLASS POSY VASE,2011-Q1,92,133.4,12,11
21656,RIDGED GLASS POSY VASE,2011-Q2,18,26.1,3,3
21657,MILK BOTTLE WITH GLASS STOPPER,2009-Q4,16,111.2,7,7
21657,MILK BOTTLE WITH GLASS STOPPER,2010-Q1,59,398.05,21,20
21657,MILK BOTTLE WITH GLASS STOPPER,2010-Q2,51,342.45,22,20
21657,MILK BOTTLE WITH GLASS STOPPER,2010-Q3,45,300.75,15,15
21657,MILK BOTTLE WITH GLASS STOPPER,2010-Q4,55,382.25,20,19
21657,MILK BOTTLE WITH GLASS STOPPER,2011-Q1,12,83.4,7,5
21658,GLASS  BEURRE DISH,2009-Q4,78,294.66,14,14
21658,GLASS  BEURRE DISH,2010-Q1,302,1139.14,52,47
21658,GLASS  BEURRE DISH,2010-Q2,279,1088.61,53,39
21658,GLASS  BEURRE DISH,2010-Q3,279,1061.73,49,38
21658,GLASS  BEURRE DISH,2010-Q4,427,1609.37,63,49
21658,GLASS  BEURRE DISH,2011-Q1,355,1304.81,57,47
21658,GLASS  BEURRE DISH,2011-Q2,236,904.12,46,39
21658,GLASS  BEURRE DISH,2011-Q3,75,282.81,11,11
21659,GLASS CAKE STAND,2009-Q4,15,224.25,7,6
21659,GLASS CAKE STAND,2010-Q1,61,859.15,28,25
21659,GLASS CAKE STAND,2010-Q2,27,403.65,16,13
21659,GLASS CAKE STAND,2010-Q3,4,59.8,3,3
21659,GLASS CAKE STAND,2010-Q4,3,44.85,2,2
21661,VINTAGE GLASS TEA CADDY,2009-Q4,14,77.3,2,2
21661,VINTAGE GLASS TEA CADDY,2010-Q1,68,398.6,23,23
21661,VINTAGE GLASS TEA CADDY,2010-Q2,52,303.4,20,16
21661,VINTAGE GLASS TEA CADDY,2010-Q3,60,351.0,19,15
21661,VINTAGE GLASS TEA CADDY,2010-Q4,22,130.9,11,11
21661,VINTAGE GLASS TEA CADDY,2011-Q1,3,17.85,3,3
21662,VINTAGE GLASS COFFEE CADDY,2009-Q4,13,71.35,2,2
21662,VINTAGE GLASS COFFEE CADDY,2010-Q1,49,291.55,20,20
21662,VINTAGE GLASS COFFEE CADDY,2010-Q2,44,255.8,17,15
21662,VINTAGE GLASS COFFEE CADDY,2010-Q3,36,214.2,13,9
21662,VINTAGE GLASS COFFEE CADDY,2010-Q4,72,404.4,12,12
21662,VINTAGE GLASS COFFEE CADDY,2011-Q1,19,113.05,10,9
21662,VINTAGE GLASS COFFEE CADDY,2011-Q2,2,11.9,2,2
21662,VINTAGE GLASS COFFEE CADDY,2011-Q3,4,23.8,2,2
21663,VINTAGE GLASS SUGAR CADDY,2009-Q4,15,83.25,3,3
21663,VINTAGE GLASS SUGAR CADDY,2010-Q1,52,309.4,20,20
21663,VINTAGE GLASS SUGAR CADDY,2010-Q2,2,11.9,2,2
21664,RIDGED GLASS STORAGE JAR CREAM LID,2009-Q4,24,90.0,5,3
21664,RIDGED GLASS STORAGE JAR CREAM LID,2010-Q1,67,242.61,13,13
21664,RIDGED GLASS STORAGE JAR CREAM LID,2010-Q2,15,56.25,8,7
21664,RIDGED GLASS STORAGE JAR CREAM LID,2010-Q3,10,37.5,4,4
21664,RIDGED GLASS STORAGE JAR CREAM LID,2010-Q4,88,312.72,13,13
21664,RIDGED GLASS STORAGE JAR CREAM LID,2011-Q1,12,45.0,7,6
21664,RIDGED GLASS STORAGE JAR CREAM LID,2011-Q2,8,30.0,2,2
21664,RIDGED GLASS STORAGE JAR CREAM LID,2011-Q3,9,33.75,1,1
21664,RIDGED GLASS STORAGE JAR CREAM LID,2011-Q4,3,11.25,1,1
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,2009-Q4,85,55.25,7,6
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,2010-Q1,337,203.45,17,17
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,2010-Q2,344,216.4,16,16
21666,RIDGED GLASS T-LIGHT HOLDER,2009-Q4,708,390.6,4,3
21666,RIDGED GLASS T-LIGHT HOLDER,2010-Q1,261,169.65,12,12
21666,RIDGED GLASS T-LIGHT HOLDER,2010-Q2,191,114.55,8,7
21666,RIDGED GLASS T-LIGHT HOLDER,2010-Q3,60,39.0,4,4
21666,RIDGED GLASS T-LIGHT HOLDER,2010-Q4,110,71.5,10,10
21666,RIDGED GLASS T-LIGHT HOLDER,2011-Q1,46,29.9,5,5
21666,RIDGED GLASS T-LIGHT HOLDER,2011-Q2,147,95.55,9,7
21666,RIDGED GLASS T-LIGHT HOLDER,2011-Q3,41,26.65,5,4
21666,RIDGED GLASS T-LIGHT HOLDER,2011-Q4,114,74.1,11,7
21667,GLASS CAKE COVER AND PLATE,2009-Q4,8,135.6,5,5
21667,GLASS CAKE COVER AND PLATE,2010-Q1,108,1710.6,39,37
21667,GLASS CAKE COVER AND PLATE,2010-Q2,63,1031.85,30,28
21667,GLASS CAKE COVER AND PLATE,2010-Q3,79,1267.05,36,36
21667,GLASS CAKE COVER AND PLATE,2010-Q4,69,1097.55,30,28
21667,GLASS CAKE COVER AND PLATE,2011-Q1,2,29.9,1,1
21668,RED STRIPE CERAMIC DRAWER KNOB,2009-Q4,266,332.5,21,21
21668,RED STRIPE CERAMIC DRAWER KNOB,2010-Q1,1116,1340.28,69,54
21668,RED STRIPE CERAMIC DRAWER KNOB,2010-Q2,1138,1313.06,42,37
21668,RED STRIPE CERAMIC DRAWER KNOB,2010-Q3,1111,1368.23,93,73
21668,RED STRIPE CERAMIC DRAWER KNOB,2010-Q4,891,1080.15,67,52
21668,RED STRIPE CERAMIC DRAWER KNOB,2011-Q1,1545,1792.77,84,65
21668,RED STRIPE CERAMIC DRAWER KNOB,2011-Q2,1360,1622.48,85,64
21668,RED STRIPE CERAMIC DRAWER KNOB,2011-Q3,1237,1547.85,90,69
21668,RED STRIPE CERAMIC DRAWER KNOB,2011-Q4,759,1089.43,63,51
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2009-Q4,401,485.29,27,26
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2010-Q1,1121,1273.57,49,36
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2010-Q2,1312,1494.08,40,36
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2010-Q3,1340,1636.24,105,78
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2010-Q4,1001,1254.13,81,57
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2011-Q1,1469,1727.41,89,65
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2011-Q2,1220,1483.96,84,60
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2011-Q3,1362,1774.38,100,74
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2011-Q4,753,1088.65,64,51
21670,BLUE SPOT CERAMIC DRAWER KNOB,2009-Q4,211,263.75,17,17
21670,BLUE SPOT CERAMIC DRAWER KNOB,2010-Q1,1022,1204.54,65,55
21670,BLUE SPOT CERAMIC DRAWER KNOB,2010-Q2,1446,1698.06,79,66
21670,BLUE SPOT CERAMIC DRAWER KNOB,2010-Q3,978,1201.98,88,69
21670,BLUE SPOT CERAMIC DRAWER KNOB,2010-Q4,812,941.08,55,40
21670,BLUE SPOT CERAMIC DRAWER KNOB,2011-Q1,1004,1219.12,78,62
21670,BLUE SPOT CERAMIC DRAWER KNOB,2011-Q2,964,1182.2,67,57
21670,BLUE SPOT CERAMIC DRAWER KNOB,2011-Q3,947,1228.15,77,59
21670,BLUE SPOT CERAMIC DRAWER KNOB,2011-Q4,741,1036.05,54,45
21671,RED SPOT CERAMIC DRAWER KNOB,2009-Q4,358,431.54,25,24
21671,RED SPOT CERAMIC DRAWER KNOB,2010-Q1,836,972.04,44,36
21671,RED SPOT CERAMIC DRAWER KNOB,2010-Q2,1502,1695.1,49,42
21671,RED SPOT CERAMIC DRAWER KNOB,2010-Q3,1305,1592.49,105,88
21671,RED SPOT CERAMIC DRAWER KNOB,2010-Q4,1242,1442.1,81,63
21671,RED SPOT CERAMIC DRAWER KNOB,2011-Q1,994,1206.62,69,59
21671,RED SPOT CERAMIC DRAWER KNOB,2011-Q2,1034,1253.74,71,58
21671,RED SPOT CERAMIC DRAWER KNOB,2011-Q3,1020,1272.44,75,61
21671,RED SPOT CERAMIC DRAWER KNOB,2011-Q4,698,968.9,49,45
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2009-Q4,251,313.75,19,19
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2010-Q1,1522,1756.58,75,57
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2010-Q2,1197,1386.81,57,47
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2010-Q3,1723,2042.03,103,83
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2010-Q4,1439,1670.11,79,56
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2011-Q1,1279,1508.15,81,58
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2011-Q2,1306,1577.78,78,57
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2011-Q3,1105,1413.01,82,61
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2011-Q4,517,747.25,51,46
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2009-Q4,290,351.1,20,20
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2010-Q1,1162,1352.18,55,44
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2010-Q2,1931,2213.11,78,68
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2010-Q3,1305,1551.45,95,77
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2010-Q4,1094,1275.34,57,37
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2011-Q1,1075,1289.63,73,56
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2011-Q2,1202,1461.46,82,66
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2011-Q3,652,847.56,47,41
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2011-Q4,624,885.6,56,45
21674,RIDGED GLASS PENDANT LAMPSHADE,2009-Q4,16,247.2,3,3
21674,RIDGED GLASS PENDANT LAMPSHADE,2010-Q1,27,433.65,6,6
21675,BUTTERFLIES STICKERS,2009-Q4,54,45.9,5,5
21675,BUTTERFLIES STICKERS,2010-Q1,287,243.95,28,28
21675,BUTTERFLIES STICKERS,2010-Q2,199,169.15,22,22
21675,BUTTERFLIES STICKERS,2010-Q3,299,254.15,31,29
21675,BUTTERFLIES STICKERS,2010-Q4,297,252.45,28,26
21675,BUTTERFLIES STICKERS,2011-Q1,115,97.75,11,11
21675,BUTTERFLIES STICKERS,2011-Q2,174,147.9,17,17
21675,BUTTERFLIES STICKERS,2011-Q3,54,45.9,5,5
21675,BUTTERFLIES STICKERS,2011-Q4,122,105.26,13,8
21676,FLOWERS  STICKERS,2009-Q4,36,30.6,4,4
21676,FLOWERS  STICKERS,2010-Q1,198,165.18,18,17
21676,FLOWERS  STICKERS,2010-Q2,73,62.05,10,10
21676,FLOWERS  STICKERS,2010-Q3,462,234.78,22,22
21676,FLOWERS  STICKERS,2010-Q4,170,144.5,15,15
21676,FLOWERS  STICKERS,2011-Q1,28,23.8,5,5
21676,FLOWERS  STICKERS,2011-Q2,90,76.5,9,9
21676,FLOWERS  STICKERS,2011-Q3,33,30.39,5,4
21676,FLOWERS  STICKERS,2011-Q4,30,34.86,10,3
21677,HEARTS  STICKERS,2009-Q4,95,80.75,10,10
21677,HEARTS  STICKERS,2010-Q1,466,392.98,46,43
21677,HEARTS  STICKERS,2010-Q2,174,147.9,13,13
21677,HEARTS  STICKERS,2010-Q3,216,183.6,22,19
21677,HEARTS  STICKERS,2010-Q4,386,328.1,37,36
21677,HEARTS  STICKERS,2011-Q1,229,194.65,22,20
21677,HEARTS  STICKERS,2011-Q2,132,112.2,15,15
21677,HEARTS  STICKERS,2011-Q3,115,98.53,11,11
21677,HEARTS  STICKERS,2011-Q4,203,175.67,21,15
21678,PAISLEY PATTERN  STICKERS,2009-Q4,12,10.2,1,1
21678,PAISLEY PATTERN  STICKERS,2010-Q1,74,62.9,8,8
21678,PAISLEY PATTERN  STICKERS,2010-Q2,37,31.45,6,6
21678,PAISLEY PATTERN  STICKERS,2010-Q3,228,114.84,10,9
21678,PAISLEY PATTERN  STICKERS,2010-Q4,74,62.9,7,7
21678,PAISLEY PATTERN  STICKERS,2011-Q1,1,0.85,1,1
21678,PAISLEY PATTERN  STICKERS,2011-Q2,36,30.6,5,5
21678,PAISLEY PATTERN  STICKERS,2011-Q3,24,20.4,3,3
21678,PAISLEY PATTERN  STICKERS,2011-Q4,36,30.6,5,5
21679,SKULLS  STICKERS,2009-Q4,158,134.3,11,11
21679,SKULLS  STICKERS,2010-Q1,476,403.04,42,39
21679,SKULLS  STICKERS,2010-Q2,2204,1648.76,45,40
21679,SKULLS  STICKERS,2010-Q3,459,390.15,47,41
21679,SKULLS  STICKERS,2010-Q4,459,390.15,42,39
21679,SKULLS  STICKERS,2011-Q1,276,234.6,24,22
21679,SKULLS  STICKERS,2011-Q2,203,172.55,18,18
21679,SKULLS  STICKERS,2011-Q3,198,168.3,14,14
21679,SKULLS  STICKERS,2011-Q4,314,262.22,25,24
21680,WOODLAND  STICKERS,2009-Q4,49,41.65,6,6
21680,WOODLAND  STICKERS,2010-Q1,637,504.01,24,22
21680,WOODLAND  STICKERS,2010-Q2,298,253.3,20,20
21680,WOODLAND  STICKERS,2010-Q3,552,431.76,24,22
21680,WOODLAND  STICKERS,2010-Q4,480,408.0,28,27
21680,WOODLAND  STICKERS,2011-Q1,112,95.2,9,9
21680,WOODLAND  STICKERS,2011-Q2,110,93.5,9,9
21680,WOODLAND  STICKERS,2011-Q3,294,249.9,13,12
21680,WOODLAND  STICKERS,2011-Q4,186,158.1,16,15
21681,GIANT MEDINA STAMPED METAL BOWL,2009-Q4,50,462.7,11,11
21681,GIANT MEDINA STAMPED METAL BOWL,2010-Q1,63,592.05,15,14
21681,GIANT MEDINA STAMPED METAL BOWL,2010-Q2,46,457.7,22,21
21681,GIANT MEDINA STAMPED METAL BOWL,2010-Q3,26,258.7,13,13
21681,GIANT MEDINA STAMPED METAL BOWL,2010-Q4,41,373.15,11,10
21681,GIANT MEDINA STAMPED METAL BOWL,2011-Q1,2,19.9,2,2
21682,LARGE MEDINA STAMPED METAL BOWL,2009-Q4,28,138.6,6,6
21682,LARGE MEDINA STAMPED METAL BOWL,2010-Q1,132,603.0,20,20
21682,LARGE MEDINA STAMPED METAL BOWL,2010-Q2,90,445.5,29,28
21682,LARGE MEDINA STAMPED METAL BOWL,2010-Q3,73,361.35,22,21
21682,LARGE MEDINA STAMPED METAL BOWL,2010-Q4,92,455.4,20,19
21682,LARGE MEDINA STAMPED METAL BOWL,2011-Q1,40,198.0,11,11
21682,LARGE MEDINA STAMPED METAL BOWL,2011-Q2,27,133.65,8,8
21682,LARGE MEDINA STAMPED METAL BOWL,2011-Q3,20,104.01,8,8
21682,LARGE MEDINA STAMPED METAL BOWL,2011-Q4,66,326.7,17,17
21683,MEDIUM MEDINA STAMPED METAL BOWL,2009-Q4,50,147.5,9,9
21683,MEDIUM MEDINA STAMPED METAL BOWL,2010-Q1,290,778.7,22,20
21683,MEDIUM MEDINA STAMPED METAL BOWL,2010-Q2,98,289.1,22,21
21683,MEDIUM MEDINA STAMPED METAL BOWL,2010-Q3,56,165.2,10,10
21683,MEDIUM MEDINA STAMPED METAL BOWL,2010-Q4,181,533.95,26,24
21683,MEDIUM MEDINA STAMPED METAL BOWL,2011-Q1,50,147.5,11,11
21683,MEDIUM MEDINA STAMPED METAL BOWL,2011-Q2,37,109.15,7,7
21683,MEDIUM MEDINA STAMPED METAL BOWL,2011-Q3,92,271.4,14,12
21683,MEDIUM MEDINA STAMPED METAL BOWL,2011-Q4,81,238.95,11,11
21684,SMALL MEDINA STAMPED METAL BOWL,2009-Q4,62,52.7,6,6
21684,SMALL MEDINA STAMPED METAL BOWL,2010-Q1,544,386.8,14,13
21684,SMALL MEDINA STAMPED METAL BOWL,2010-Q2,176,149.6,17,17
21684,SMALL MEDINA STAMPED METAL BOWL,2010-Q3,84,71.4,10,10
21684,SMALL MEDINA STAMPED METAL BOWL,2010-Q4,146,124.1,9,8
21684,SMALL MEDINA STAMPED METAL BOWL,2011-Q1,390,255.9,6,6
21684,SMALL MEDINA STAMPED METAL BOWL,2011-Q2,66,56.1,6,6
21684,SMALL MEDINA STAMPED METAL BOWL,2011-Q3,137,118.06,7,7
21684,SMALL MEDINA STAMPED METAL BOWL,2011-Q4,87,73.95,13,10
21685,MEDINA STAMPED METAL TRAY,2009-Q4,3,44.85,2,2
21686,MEDINA STAMPED METAL STOOL,2010-Q1,3,119.85,2,2
21686,MEDINA STAMPED METAL STOOL,2010-Q2,4,159.8,3,3
21686,MEDINA STAMPED METAL STOOL,2010-Q3,4,139.8,1,1
21686,MEDINA STAMPED METAL STOOL,2010-Q4,19,689.05,6,5
21686,MEDINA STAMPED METAL STOOL,2011-Q1,9,359.55,6,4
21686,MEDINA STAMPED METAL STOOL,2011-Q2,18,669.1,6,3
21686,MEDINA STAMPED METAL STOOL,2011-Q3,4,159.8,4,2
21686,MEDINA STAMPED METAL STOOL,2011-Q4,1,39.95,1,1
21687,SILVER PLATE CANDLE BOWL LARGE,2009-Q4,76,285.0,14,11
21687,SILVER PLATE CANDLE BOWL LARGE,2010-Q1,93,335.79,20,18
21687,SILVER PLATE CANDLE BOWL LARGE,2010-Q2,141,515.79,25,22
21687,SILVER PLATE CANDLE BOWL LARGE,2010-Q3,136,483.0,19,13
21688,SILVER PLATE CANDLE BOWL SMALL,2009-Q4,48,141.6,4,4
21688,SILVER PLATE CANDLE BOWL SMALL,2010-Q1,36,106.2,7,7
21688,SILVER PLATE CANDLE BOWL SMALL,2010-Q2,124,365.8,18,18
21688,SILVER PLATE CANDLE BOWL SMALL,2010-Q3,120,354.0,20,19
21688,SILVER PLATE CANDLE BOWL SMALL,2010-Q4,290,855.5,26,26
21688,SILVER PLATE CANDLE BOWL SMALL,2011-Q1,79,233.05,11,11
21688,SILVER PLATE CANDLE BOWL SMALL,2011-Q2,114,336.3,10,10
21688,SILVER PLATE CANDLE BOWL SMALL,2011-Q3,39,115.05,5,5
21688,SILVER PLATE CANDLE BOWL SMALL,2011-Q4,42,123.9,7,7
21689,SILVER VANILLA  FLOWER CANDLE POT,2009-Q4,4,15.0,2,2
21689,SILVER VANILLA  FLOWER CANDLE POT,2010-Q1,16,57.12,6,5
21689,SILVER VANILLA  FLOWER CANDLE POT,2010-Q2,27,101.25,6,6
21689,SILVER VANILLA  FLOWER CANDLE POT,2010-Q3,143,501.69,11,11
21689,SILVER VANILLA  FLOWER CANDLE POT,2010-Q4,65,243.75,9,9
21689,SILVER VANILLA  FLOWER CANDLE POT,2011-Q1,11,41.25,3,3
21689,SILVER VANILLA  FLOWER CANDLE POT,2011-Q2,41,153.75,9,9
21689,SILVER VANILLA  FLOWER CANDLE POT,2011-Q3,5,18.75,2,2
21689,SILVER VANILLA  FLOWER CANDLE POT,2011-Q4,26,97.5,7,6
21690,SILVER  CANDLEPOT JARDIN,2009-Q4,28,105.0,10,9
21690,SILVER  CANDLEPOT JARDIN,2010-Q1,88,330.0,19,18
21690,SILVER  CANDLEPOT JARDIN,2010-Q2,28,105.0,10,9
21690,SILVER  CANDLEPOT JARDIN,2010-Q3,26,96.7,10,10
21690,SILVER  CANDLEPOT JARDIN,2010-Q4,93,348.75,24,22
21690,SILVER  CANDLEPOT JARDIN,2011-Q1,3,11.25,2,2
21691,SILVER VANILLA FLOWER CANDLE POT,2009-Q4,50,187.5,12,11
21691,SILVER VANILLA FLOWER CANDLE POT,2010-Q1,83,309.81,23,23
21691,SILVER VANILLA FLOWER CANDLE POT,2010-Q2,54,202.5,19,18
21691,SILVER VANILLA FLOWER CANDLE POT,2010-Q3,38,142.5,8,8
21691,SILVER VANILLA FLOWER CANDLE POT,2010-Q4,15,56.25,4,4
21692,SILVER LATTICE VANILLA CANDLE POT,2009-Q4,66,247.5,16,14
21692,SILVER LATTICE VANILLA CANDLE POT,2010-Q1,58,216.06,15,13
21692,SILVER LATTICE VANILLA CANDLE POT,2010-Q2,127,458.97,21,21
21692,SILVER LATTICE VANILLA CANDLE POT,2010-Q3,109,408.75,20,16
21692,SILVER LATTICE VANILLA CANDLE POT,2010-Q4,133,498.75,29,27
21692,SILVER LATTICE VANILLA CANDLE POT,2011-Q1,8,30.0,3,3
21693,SMALL HAMMERED SILVER CANDLEPOT,2009-Q4,12,35.4,2,2
21693,SMALL HAMMERED SILVER CANDLEPOT,2010-Q1,38,109.7,7,7
21693,SMALL HAMMERED SILVER CANDLEPOT,2010-Q2,86,253.7,11,10
21693,SMALL HAMMERED SILVER CANDLEPOT,2010-Q3,132,389.4,13,12
21693,SMALL HAMMERED SILVER CANDLEPOT,2010-Q4,264,778.8,29,25
21693,SMALL HAMMERED SILVER CANDLEPOT,2011-Q1,41,120.95,6,6
21693,SMALL HAMMERED SILVER CANDLEPOT,2011-Q2,96,283.2,10,9
21693,SMALL HAMMERED SILVER CANDLEPOT,2011-Q3,39,115.05,5,5
21693,SMALL HAMMERED SILVER CANDLEPOT,2011-Q4,133,392.35,16,16
21694,SMALL REGAL  SILVER CANDLEPOT,2009-Q4,30,88.5,6,5
21694,SMALL REGAL  SILVER CANDLEPOT,2010-Q1,31,91.45,6,4
21694,SMALL REGAL  SILVER CANDLEPOT,2010-Q2,51,150.45,9,9
21694,SMALL REGAL  SILVER CANDLEPOT,2010-Q3,46,135.7,9,9
21694,SMALL REGAL  SILVER CANDLEPOT,2010-Q4,133,392.35,15,13
21694,SMALL REGAL  SILVER CANDLEPOT,2011-Q1,6,17.7,1,1
